EvenementID;GebruikerID;Aanwezigheidsstatus
E036;G061;Geregistreerd
E011;G185;Bijgewoond
E029;G044;Geregistreerd
E016;G023;Geregistreerd
E038;G310;Afwezig
E003;G078;Afwezig
E009;G092;Bijgewoond
E007;G220;Geregistreerd
E040;G272;Bijgewoond
E025;G172;Bijgewoond
E011;G308;Bijgewoond
E002;G093;Bijgewoond
E032;G218;Afwezig
E006;G077;Geregistreerd
E001;G155;Afwezig
E001;G320;Geregistreerd
E012;G147;Bijgewoond
E006;G179;Afwezig
E038;G054;Geregistreerd
E019;G139;Geregistreerd
E027;G256;Afwezig
E031;G189;Geregistreerd
E009;G136;Geregistreerd
E014;G040;Geregistreerd
E010;G002;Afwezig
E018;G077;Afwezig
E034;G076;Bijgewoond
E029;G164;Afwezig
E027;G076;Afwezig
E016;G200;Geregistreerd
E012;G229;Afwezig
E040;G245;Afwezig
E003;G035;Afwezig
E039;G058;Geregistreerd
E012;G296;Afwezig
E032;G219;Bijgewoond
E040;G143;Afwezig
E006;G075;Geregistreerd
E020;G047;Afwezig
E023;G166;Afwezig
E027;G066;Geregistreerd
E001;G094;Bijgewoond
E036;G198;Geregistreerd
E016;G181;Geregistreerd
E013;G164;Afwezig
E008;G254;Geregistreerd
E034;G218;Afwezig
E007;G247;Afwezig
E040;G212;Afwezig
E024;G309;Geregistreerd
E035;G171;Afwezig
E033;G071;Geregistreerd
E015;G126;Afwezig
E030;G197;Afwezig
E014;G215;Bijgewoond
E018;G282;Geregistreerd
E004;G255;Bijgewoond
E013;G276;Geregistreerd
E008;G274;Bijgewoond
E010;G253;Bijgewoond
E031;G273;Bijgewoond
E032;G275;Afwezig
E012;G118;Bijgewoond
E011;G197;Bijgewoond
E003;G043;Bijgewoond
E004;G298;Bijgewoond
E024;G216;Geregistreerd
E019;G270;Afwezig
E014;G296;Bijgewoond
E028;G113;Geregistreerd
E017;G045;Geregistreerd
E022;G121;Bijgewoond
E040;G186;Afwezig
E030;G002;Afwezig
E003;G105;Afwezig
E007;G009;Bijgewoond
E004;G186;Geregistreerd
E035;G286;Afwezig
E012;G243;Afwezig
E011;G069;Afwezig
E002;G057;Geregistreerd
E032;G031;Geregistreerd
E033;G179;Bijgewoond
E008;G185;Geregistreerd
E005;G072;Geregistreerd
E016;G151;Bijgewoond
E029;G236;Geregistreerd
E038;G074;Geregistreerd
E038;G283;Bijgewoond
E021;G216;Geregistreerd
E027;G125;Afwezig
E013;G108;Bijgewoond
E021;G115;Bijgewoond
E015;G029;Afwezig
E008;G071;Geregistreerd
E021;G061;Geregistreerd
E015;G074;Bijgewoond
E007;G194;Geregistreerd
E016;G014;Geregistreerd
E027;G218;Bijgewoond
E013;G191;Geregistreerd
E025;G028;Bijgewoond
E015;G055;Geregistreerd
E005;G298;Afwezig
E031;G038;Afwezig
E038;G245;Afwezig
E032;G305;Afwezig
E004;G081;Geregistreerd
E028;G016;Geregistreerd
E010;G076;Bijgewoond
E014;G188;Geregistreerd
E040;G073;Afwezig
E030;G041;Bijgewoond
E012;G126;Bijgewoond
E025;G040;Geregistreerd
E024;G007;Afwezig
E009;G292;Geregistreerd
E030;G214;Afwezig
E013;G077;Bijgewoond
E023;G094;Afwezig
E018;G241;Geregistreerd
E013;G072;Afwezig
E022;G271;Afwezig
E009;G154;Bijgewoond
E003;G241;Geregistreerd
E037;G211;Afwezig
E004;G173;Bijgewoond
E018;G228;Bijgewoond
E009;G007;Geregistreerd
E008;G147;Afwezig
E030;G057;Afwezig
E030;G080;Afwezig
E027;G031;Bijgewoond
E011;G017;Geregistreerd
E022;G310;Geregistreerd
E015;G089;Afwezig
E019;G258;Bijgewoond
E039;G083;Bijgewoond
E011;G006;Geregistreerd
E040;G203;Bijgewoond
E011;G217;Bijgewoond
E037;G233;Geregistreerd
E036;G284;Afwezig
E015;G133;Bijgewoond
E006;G293;Bijgewoond
E027;G257;Afwezig
E034;G157;Geregistreerd
E032;G117;Afwezig
E014;G217;Afwezig
E038;G081;Bijgewoond
E031;G140;Bijgewoond
E030;G048;Geregistreerd
E018;G268;Afwezig
E001;G194;Geregistreerd
E028;G065;Geregistreerd
E016;G109;Afwezig
E016;G206;Afwezig
E021;G317;Afwezig
E028;G029;Bijgewoond
E038;G113;Geregistreerd
E015;G201;Afwezig
E038;G095;Bijgewoond
E010;G287;Afwezig
E037;G310;Bijgewoond
E001;G040;Bijgewoond
E027;G240;Geregistreerd
E003;G245;Afwezig
E003;G161;Geregistreerd
E031;G208;Bijgewoond
E033;G195;Afwezig
E003;G085;Afwezig
E028;G028;Bijgewoond
E034;G191;Bijgewoond
E026;G218;Afwezig
E031;G100;Afwezig
E007;G139;Bijgewoond
E029;G056;Bijgewoond
E032;G054;Afwezig
E016;G040;Bijgewoond
E006;G186;Bijgewoond
E036;G309;Geregistreerd
E001;G172;Geregistreerd
E027;G015;Geregistreerd
E014;G123;Afwezig
E009;G145;Bijgewoond
E023;G084;Geregistreerd
E019;G278;Afwezig
E016;G055;Bijgewoond
E006;G034;Geregistreerd
E002;G109;Afwezig
E031;G306;Bijgewoond
E020;G006;Afwezig
E011;G159;Bijgewoond
E030;G097;Geregistreerd
E037;G283;Afwezig
E038;G104;Bijgewoond
E002;G017;Afwezig
E030;G124;Afwezig
E030;G138;Afwezig
E009;G044;Bijgewoond
E026;G292;Afwezig
E012;G290;Afwezig
E024;G023;Afwezig
E030;G289;Bijgewoond
E001;G248;Geregistreerd
E005;G024;Afwezig
E025;G025;Geregistreerd
E022;G162;Afwezig
E034;G048;Afwezig
E003;G159;Geregistreerd
E019;G005;Afwezig
E028;G183;Geregistreerd
E018;G145;Geregistreerd
E040;G204;Geregistreerd
E035;G257;Bijgewoond
E037;G100;Afwezig
E014;G162;Afwezig
E006;G201;Afwezig
E040;G183;Afwezig
E022;G067;Bijgewoond
E004;G050;Bijgewoond
E033;G170;Afwezig
E024;G209;Afwezig
E004;G258;Geregistreerd
E008;G052;Bijgewoond
E025;G258;Afwezig
E024;G077;Bijgewoond
E030;G013;Bijgewoond
E040;G301;Afwezig
E003;G196;Afwezig
E024;G245;Geregistreerd
E024;G301;Bijgewoond
E012;G020;Afwezig
E036;G149;Afwezig
E005;G083;Bijgewoond
E036;G078;Afwezig
E014;G238;Geregistreerd
E009;G041;Geregistreerd
E022;G048;Afwezig
E016;G119;Geregistreerd
E035;G111;Geregistreerd
E008;G073;Afwezig
E031;G083;Bijgewoond
E038;G257;Geregistreerd
E014;G265;Bijgewoond
E015;G312;Bijgewoond
E021;G268;Geregistreerd
E023;G175;Afwezig
E018;G230;Bijgewoond
E033;G068;Bijgewoond
E028;G174;Bijgewoond
E018;G149;Afwezig
E004;G185;Bijgewoond
E005;G320;Bijgewoond
E024;G221;Geregistreerd
E023;G021;Bijgewoond
E029;G199;Bijgewoond
E032;G123;Geregistreerd
E033;G107;Bijgewoond
E034;G313;Bijgewoond
E008;G311;Afwezig
E031;G039;Afwezig
E035;G079;Bijgewoond
E035;G291;Geregistreerd
E019;G255;Geregistreerd
E029;G050;Afwezig
E040;G008;Afwezig
E024;G074;Afwezig
E005;G159;Bijgewoond
E013;G281;Afwezig
E030;G045;Bijgewoond
E006;G256;Bijgewoond
E006;G049;Geregistreerd
E026;G233;Bijgewoond
E012;G161;Geregistreerd
E019;G087;Bijgewoond
E005;G152;Bijgewoond
E007;G083;Afwezig
E011;G035;Afwezig
E018;G144;Afwezig
E008;G296;Geregistreerd
E010;G187;Bijgewoond
E032;G181;Bijgewoond
E010;G046;Geregistreerd
E014;G037;Afwezig
E034;G092;Geregistreerd
E002;G236;Afwezig
E019;G133;Bijgewoond
E027;G243;Bijgewoond
E035;G132;Afwezig
E009;G227;Bijgewoond
E031;G072;Afwezig
E023;G064;Geregistreerd
E027;G292;Bijgewoond
E029;G250;Geregistreerd
E002;G021;Bijgewoond
E019;G187;Afwezig
E013;G147;Bijgewoond
E005;G206;Bijgewoond
E002;G210;Bijgewoond
E015;G318;Bijgewoond
E034;G067;Bijgewoond
E022;G226;Geregistreerd
E027;G188;Geregistreerd
E038;G263;Bijgewoond
E022;G320;Geregistreerd
E021;G161;Geregistreerd
E032;G192;Geregistreerd
E038;G043;Afwezig
E034;G212;Bijgewoond
E036;G260;Afwezig
E029;G231;Afwezig
E030;G135;Afwezig
E020;G022;Afwezig
E037;G318;Bijgewoond
E009;G030;Afwezig
E020;G126;Afwezig
E011;G288;Geregistreerd
E017;G005;Bijgewoond
E015;G080;Afwezig
E031;G054;Afwezig
E024;G149;Geregistreerd
E019;G193;Geregistreerd
E004;G082;Geregistreerd
E010;G292;Geregistreerd
E023;G205;Afwezig
E019;G038;Afwezig
E030;G115;Afwezig
E011;G199;Bijgewoond
E040;G237;Bijgewoond
E011;G048;Geregistreerd
E035;G179;Afwezig
E019;G239;Bijgewoond
E012;G240;Afwezig
E012;G274;Bijgewoond
E010;G239;Bijgewoond
E011;G056;Geregistreerd
E016;G044;Bijgewoond
E008;G093;Geregistreerd
E003;G056;Afwezig
E021;G204;Bijgewoond
E037;G222;Afwezig
E009;G103;Afwezig
E029;G206;Geregistreerd
E017;G169;Bijgewoond
E024;G034;Geregistreerd
E012;G163;Bijgewoond
E014;G176;Geregistreerd
E036;G310;Geregistreerd
E003;G249;Afwezig
E021;G109;Geregistreerd
E023;G244;Afwezig
E010;G059;Bijgewoond
E024;G143;Geregistreerd
E029;G233;Bijgewoond
E035;G020;Geregistreerd
E011;G280;Afwezig
E035;G080;Geregistreerd
E020;G241;Geregistreerd
E008;G075;Geregistreerd
E002;G110;Bijgewoond
E026;G164;Afwezig
E032;G291;Geregistreerd
E010;G017;Geregistreerd
E030;G308;Geregistreerd
E021;G195;Bijgewoond
E010;G032;Geregistreerd
E001;G186;Geregistreerd
E035;G221;Afwezig
E033;G243;Bijgewoond
E022;G110;Bijgewoond
E019;G028;Bijgewoond
E031;G109;Afwezig
E019;G012;Afwezig
E037;G217;Afwezig
E010;G139;Geregistreerd
E037;G130;Bijgewoond
E029;G091;Geregistreerd
E022;G043;Afwezig
E008;G073;Afwezig
E031;G036;Bijgewoond
E003;G141;Afwezig
E009;G208;Afwezig
E036;G042;Bijgewoond
E008;G153;Afwezig
E020;G232;Bijgewoond
E002;G215;Afwezig
E026;G269;Bijgewoond
E040;G110;Bijgewoond
E015;G133;Bijgewoond
E029;G095;Bijgewoond
E023;G028;Bijgewoond
E006;G048;Geregistreerd
E021;G220;Bijgewoond
E004;G176;Afwezig
E039;G153;Bijgewoond
E013;G085;Geregistreerd
E038;G102;Afwezig
E034;G179;Geregistreerd
E015;G215;Bijgewoond
E018;G247;Afwezig
E013;G244;Geregistreerd
E002;G275;Afwezig
E006;G083;Afwezig
E035;G224;Geregistreerd
E029;G182;Geregistreerd
E006;G293;Afwezig
E033;G200;Afwezig
E026;G006;Bijgewoond
E013;G288;Afwezig
E032;G306;Bijgewoond
E021;G102;Geregistreerd
E039;G040;Afwezig
E039;G297;Geregistreerd
E033;G316;Afwezig
E004;G075;Bijgewoond
E024;G166;Afwezig
E026;G163;Afwezig
E010;G008;Afwezig
E028;G078;Afwezig
E024;G235;Geregistreerd
E025;G076;Bijgewoond
E024;G256;Bijgewoond
E001;G163;Afwezig
E019;G059;Geregistreerd
E023;G209;Bijgewoond
E023;G135;Afwezig
E020;G267;Bijgewoond
E029;G002;Bijgewoond
E036;G231;Afwezig
E006;G065;Bijgewoond
E014;G231;Geregistreerd
E029;G297;Geregistreerd
E027;G050;Geregistreerd
E029;G019;Afwezig
E019;G112;Bijgewoond
E011;G097;Afwezig
E028;G216;Afwezig
E027;G280;Geregistreerd
E009;G086;Bijgewoond
E038;G308;Bijgewoond
E039;G194;Afwezig
E006;G111;Geregistreerd
E010;G179;Geregistreerd
E014;G108;Afwezig
E020;G098;Bijgewoond
E031;G296;Geregistreerd
E034;G008;Afwezig
E022;G190;Bijgewoond
E005;G187;Afwezig
E038;G009;Bijgewoond
E025;G155;Afwezig
E006;G158;Geregistreerd
E001;G258;Afwezig
E027;G064;Afwezig
E018;G256;Bijgewoond
E027;G234;Bijgewoond
E012;G212;Afwezig
E036;G211;Geregistreerd
E030;G181;Bijgewoond
E037;G181;Geregistreerd
E009;G278;Afwezig
E013;G219;Bijgewoond
E012;G268;Bijgewoond
E025;G172;Afwezig
E019;G059;Afwezig
E036;G091;Afwezig
E032;G235;Bijgewoond
E003;G220;Bijgewoond
E020;G192;Geregistreerd
E038;G091;Afwezig
E020;G284;Afwezig
E032;G305;Bijgewoond
E036;G084;Geregistreerd
E030;G278;Afwezig
E015;G224;Afwezig
E002;G196;Afwezig
E001;G146;Bijgewoond
E010;G224;Geregistreerd
E017;G146;Afwezig
E020;G318;Geregistreerd
E031;G051;Afwezig
E008;G045;Bijgewoond
E019;G054;Afwezig
E027;G046;Geregistreerd
E012;G009;Geregistreerd
E032;G316;Afwezig
E016;G211;Geregistreerd
E002;G054;Afwezig
E008;G255;Bijgewoond
E018;G320;Afwezig
E032;G279;Geregistreerd
E005;G052;Afwezig
E039;G228;Geregistreerd
E024;G258;Geregistreerd
E038;G298;Afwezig
E031;G017;Geregistreerd
E037;G149;Geregistreerd
E028;G216;Geregistreerd
E017;G109;Afwezig
E031;G115;Bijgewoond
E008;G233;Afwezig
E024;G283;Geregistreerd
E033;G196;Bijgewoond
E037;G059;Geregistreerd
E002;G101;Geregistreerd
E017;G241;Bijgewoond
E011;G064;Afwezig
E038;G180;Afwezig
E004;G238;Afwezig
E010;G212;Bijgewoond
E021;G203;Bijgewoond
E030;G004;Bijgewoond
E009;G192;Afwezig
E023;G115;Bijgewoond
E011;G260;Geregistreerd
E004;G146;Bijgewoond
E018;G138;Geregistreerd
E024;G136;Geregistreerd
E027;G158;Bijgewoond
E023;G213;Bijgewoond
E004;G124;Geregistreerd
E019;G003;Afwezig
E019;G213;Bijgewoond
E034;G017;Bijgewoond
E005;G008;Bijgewoond
E033;G014;Geregistreerd
E013;G079;Geregistreerd
E012;G192;Bijgewoond
E007;G266;Bijgewoond
E039;G308;Geregistreerd
E011;G163;Geregistreerd
E035;G172;Bijgewoond
E021;G088;Afwezig
E021;G293;Afwezig
E020;G221;Geregistreerd
E018;G124;Bijgewoond
E024;G285;Bijgewoond
E007;G201;Geregistreerd
E035;G099;Afwezig
E038;G316;Bijgewoond
E023;G202;Geregistreerd
E010;G027;Afwezig
E001;G296;Geregistreerd
E009;G220;Afwezig
E034;G066;Geregistreerd
E019;G200;Afwezig
E024;G089;Bijgewoond
E032;G207;Geregistreerd
E027;G163;Geregistreerd
E022;G265;Geregistreerd
E011;G082;Afwezig
E007;G224;Geregistreerd
E014;G119;Geregistreerd
E010;G051;Bijgewoond
E033;G065;Bijgewoond
E015;G259;Bijgewoond
E013;G061;Geregistreerd
E036;G296;Afwezig
E040;G201;Afwezig
E034;G134;Bijgewoond
E035;G284;Geregistreerd
E036;G082;Geregistreerd
E008;G166;Geregistreerd
E027;G105;Afwezig
E030;G048;Afwezig
E005;G048;Bijgewoond
E008;G014;Geregistreerd
E009;G224;Afwezig
E002;G006;Geregistreerd
E031;G304;Bijgewoond
E023;G079;Geregistreerd
E020;G015;Afwezig
E024;G317;Geregistreerd
E009;G279;Afwezig
E029;G041;Bijgewoond
E039;G293;Afwezig
E034;G196;Geregistreerd
E022;G013;Bijgewoond
E012;G067;Afwezig
E020;G233;Geregistreerd
E002;G184;Afwezig
E008;G096;Geregistreerd
E015;G123;Bijgewoond
E009;G114;Geregistreerd
E010;G153;Afwezig
E015;G100;Geregistreerd
E020;G275;Afwezig
E009;G126;Geregistreerd
E014;G194;Bijgewoond
E009;G134;Bijgewoond
E006;G027;Geregistreerd
E028;G141;Bijgewoond
E008;G043;Afwezig
E005;G074;Geregistreerd
E002;G012;Afwezig
E031;G297;Afwezig
E028;G053;Geregistreerd
E003;G057;Geregistreerd
E013;G236;Bijgewoond
E007;G306;Geregistreerd
E003;G063;Afwezig
E033;G055;Geregistreerd
E038;G073;Afwezig
E004;G145;Bijgewoond
E031;G135;Bijgewoond
E008;G093;Afwezig
E017;G048;Afwezig
E003;G040;Bijgewoond
E005;G254;Bijgewoond
E020;G186;Geregistreerd
E001;G107;Afwezig
E007;G201;Afwezig
E008;G052;Geregistreerd
E039;G252;Bijgewoond
E014;G012;Geregistreerd
E038;G212;Bijgewoond
E013;G038;Geregistreerd
E012;G250;Geregistreerd
E023;G040;Bijgewoond
E002;G108;Geregistreerd
E006;G215;Bijgewoond
E010;G193;Geregistreerd
E018;G161;Bijgewoond
E038;G231;Geregistreerd
E023;G083;Bijgewoond
E023;G093;Afwezig
E011;G153;Afwezig
E033;G006;Afwezig
E040;G092;Geregistreerd
E016;G291;Afwezig
E033;G311;Geregistreerd
E037;G017;Afwezig
E005;G061;Afwezig
E007;G176;Bijgewoond
E038;G178;Afwezig
E001;G248;Afwezig
E034;G315;Afwezig
E014;G308;Afwezig
E013;G280;Afwezig
E019;G003;Afwezig
E011;G082;Bijgewoond
E035;G268;Afwezig
E001;G131;Afwezig
E007;G063;Geregistreerd
E014;G099;Bijgewoond
E033;G311;Bijgewoond
E031;G016;Geregistreerd
E024;G275;Bijgewoond
E038;G012;Geregistreerd
E012;G266;Bijgewoond
E029;G263;Afwezig
E007;G079;Bijgewoond
E012;G111;Bijgewoond
E023;G187;Bijgewoond
E025;G059;Bijgewoond
E028;G112;Geregistreerd
E014;G016;Bijgewoond
E033;G168;Geregistreerd
E015;G071;Bijgewoond
E027;G113;Geregistreerd
E008;G043;Bijgewoond
E021;G065;Afwezig
E008;G138;Bijgewoond
E030;G141;Afwezig
E008;G247;Bijgewoond
E034;G103;Bijgewoond
E009;G048;Bijgewoond
E032;G179;Bijgewoond
E024;G283;Afwezig
E019;G151;Afwezig
E036;G240;Geregistreerd
E003;G254;Afwezig
E006;G224;Geregistreerd
E021;G263;Geregistreerd
E032;G205;Geregistreerd
E008;G099;Bijgewoond
E025;G129;Afwezig
E019;G089;Afwezig
E030;G102;Afwezig
E039;G144;Afwezig
E020;G202;Geregistreerd
E029;G053;Afwezig
E015;G299;Bijgewoond
E036;G301;Afwezig
E027;G160;Geregistreerd
E019;G085;Afwezig
E028;G106;Geregistreerd
E013;G250;Geregistreerd
E005;G222;Bijgewoond
E031;G229;Bijgewoond
E024;G217;Geregistreerd
E012;G306;Bijgewoond
E001;G140;Afwezig
E032;G164;Geregistreerd
E007;G319;Afwezig
E026;G056;Bijgewoond
E029;G311;Afwezig
E034;G197;Afwezig
E006;G220;Afwezig
E008;G103;Geregistreerd
E010;G291;Afwezig
E026;G181;Bijgewoond
E026;G192;Afwezig
E038;G033;Afwezig
E007;G231;Geregistreerd
E011;G086;Geregistreerd
E005;G018;Geregistreerd
E024;G262;Bijgewoond
E013;G130;Geregistreerd
E022;G301;Geregistreerd
E013;G210;Afwezig
E039;G151;Bijgewoond
E026;G310;Geregistreerd
E008;G272;Afwezig
E015;G181;Geregistreerd
E028;G204;Bijgewoond
E032;G016;Geregistreerd
E018;G059;Afwezig
E038;G093;Afwezig
E038;G166;Afwezig
E018;G220;Geregistreerd
E026;G096;Geregistreerd
E023;G184;Bijgewoond
E031;G126;Geregistreerd
E039;G038;Afwezig
E026;G111;Geregistreerd
E032;G191;Bijgewoond
E033;G191;Geregistreerd
E018;G075;Geregistreerd
E010;G161;Afwezig
E030;G063;Bijgewoond
E007;G005;Geregistreerd
E008;G164;Bijgewoond
E017;G006;Geregistreerd
E032;G169;Bijgewoond
E032;G110;Bijgewoond
E015;G239;Geregistreerd
E009;G291;Geregistreerd
E002;G165;Geregistreerd
E007;G120;Afwezig
E004;G288;Geregistreerd
E005;G034;Afwezig
E032;G198;Afwezig
E002;G146;Bijgewoond
E012;G309;Bijgewoond
E025;G109;Afwezig
E039;G270;Afwezig
E021;G112;Afwezig
E010;G053;Afwezig
E020;G288;Bijgewoond
E040;G143;Geregistreerd
E040;G312;Afwezig
E007;G039;Afwezig
E005;G294;Bijgewoond
E034;G216;Bijgewoond
E032;G223;Afwezig
E030;G163;Geregistreerd
E013;G164;Bijgewoond
E019;G102;Bijgewoond
E032;G101;Bijgewoond
E032;G026;Bijgewoond
E033;G253;Geregistreerd
E017;G256;Bijgewoond
E035;G024;Bijgewoond
E022;G141;Afwezig
E035;G216;Geregistreerd
E035;G062;Afwezig
E002;G064;Afwezig
E003;G232;Bijgewoond
E028;G088;Geregistreerd
E008;G308;Afwezig
E025;G168;Bijgewoond
E029;G303;Geregistreerd
E021;G197;Afwezig
E025;G122;Afwezig
E029;G296;Geregistreerd
E030;G011;Geregistreerd
E003;G146;Afwezig
E003;G010;Geregistreerd
E012;G295;Geregistreerd
E036;G003;Geregistreerd
E020;G237;Bijgewoond
E011;G146;Geregistreerd
E032;G068;Geregistreerd
E028;G207;Afwezig
E009;G019;Bijgewoond
E020;G274;Geregistreerd
E025;G271;Afwezig
E032;G021;Bijgewoond
E008;G173;Afwezig
E037;G009;Afwezig
E032;G036;Afwezig
E036;G241;Bijgewoond
E035;G049;Bijgewoond
E037;G213;Afwezig
E031;G155;Bijgewoond
E031;G141;Bijgewoond
E036;G163;Afwezig
E011;G178;Bijgewoond
E033;G205;Geregistreerd
E004;G041;Geregistreerd
E026;G285;Bijgewoond
E017;G161;Geregistreerd
E032;G253;Geregistreerd
E038;G314;Afwezig
E025;G025;Bijgewoond
E040;G202;Geregistreerd
E023;G153;Geregistreerd
E019;G233;Afwezig
E021;G253;Geregistreerd
E004;G063;Bijgewoond
E002;G192;Bijgewoond
E038;G317;Geregistreerd
E003;G053;Geregistreerd
E009;G015;Geregistreerd
E024;G115;Geregistreerd
E023;G025;Bijgewoond
E038;G006;Geregistreerd
E002;G072;Geregistreerd
E022;G054;Afwezig
E025;G166;Geregistreerd
E007;G224;Geregistreerd
E028;G116;Bijgewoond
E023;G088;Afwezig
E023;G046;Bijgewoond
E027;G098;Bijgewoond
E023;G189;Afwezig
E004;G276;Geregistreerd
E016;G003;Bijgewoond
E016;G027;Afwezig
E016;G133;Geregistreerd
E020;G023;Afwezig
E038;G057;Afwezig
E006;G025;Geregistreerd
E005;G156;Geregistreerd
E020;G039;Afwezig
E008;G136;Bijgewoond
E022;G169;Geregistreerd
E011;G314;Afwezig
E002;G195;Geregistreerd
E035;G139;Geregistreerd
E021;G088;Bijgewoond
E003;G071;Bijgewoond
E030;G299;Geregistreerd
E028;G236;Bijgewoond
E037;G062;Bijgewoond
E033;G065;Geregistreerd
E027;G164;Afwezig
E018;G076;Geregistreerd
E002;G300;Bijgewoond
E031;G212;Bijgewoond
E038;G229;Geregistreerd
E002;G063;Bijgewoond
E021;G268;Afwezig
E025;G271;Geregistreerd
E037;G124;Geregistreerd
E025;G296;Geregistreerd
E021;G245;Afwezig
E037;G251;Geregistreerd
E007;G144;Bijgewoond
E032;G165;Afwezig
E007;G248;Afwezig
E014;G116;Bijgewoond
E022;G048;Geregistreerd
E032;G136;Bijgewoond
E033;G152;Geregistreerd
E022;G043;Geregistreerd
E011;G181;Afwezig
E040;G286;Afwezig
E020;G125;Bijgewoond
E024;G106;Afwezig
E028;G040;Geregistreerd
E013;G039;Geregistreerd
E032;G254;Afwezig
E005;G031;Bijgewoond
E035;G109;Geregistreerd
E014;G007;Geregistreerd
E019;G111;Afwezig
E017;G240;Geregistreerd
E004;G198;Bijgewoond
E020;G097;Afwezig
E037;G250;Afwezig
E026;G054;Geregistreerd
E015;G175;Afwezig
E040;G107;Afwezig
E006;G303;Geregistreerd
E038;G271;Afwezig
E007;G264;Bijgewoond
E038;G161;Bijgewoond
E022;G160;Geregistreerd
E018;G233;Geregistreerd
E005;G079;Geregistreerd
E037;G259;Afwezig
E034;G055;Geregistreerd
E031;G067;Geregistreerd
E028;G113;Bijgewoond
E014;G187;Geregistreerd
E023;G198;Afwezig
E005;G232;Geregistreerd
E020;G318;Bijgewoond
E033;G263;Afwezig
E020;G104;Geregistreerd
E028;G205;Geregistreerd
E035;G097;Afwezig
E021;G036;Geregistreerd
E013;G143;Afwezig
E027;G217;Afwezig
E026;G085;Geregistreerd
E017;G158;Geregistreerd
E040;G296;Afwezig
E033;G053;Bijgewoond
E030;G076;Afwezig
E036;G237;Afwezig
E012;G055;Bijgewoond
E002;G057;Bijgewoond
E034;G124;Afwezig
E012;G009;Afwezig
E037;G236;Bijgewoond
E032;G096;Bijgewoond
E014;G137;Afwezig
E030;G015;Geregistreerd
E018;G244;Afwezig
E035;G272;Bijgewoond
E040;G232;Afwezig
E028;G181;Bijgewoond
E037;G136;Bijgewoond
E004;G061;Afwezig
E034;G282;Bijgewoond
E013;G044;Bijgewoond
E024;G182;Geregistreerd
E030;G221;Bijgewoond
E010;G109;Afwezig
E016;G078;Bijgewoond
E010;G204;Geregistreerd
E020;G258;Geregistreerd
E028;G221;Bijgewoond
E027;G261;Afwezig
E021;G171;Afwezig
E005;G028;Geregistreerd
E014;G226;Bijgewoond
E027;G140;Bijgewoond
E018;G190;Geregistreerd
E019;G051;Bijgewoond
E011;G026;Afwezig
E017;G196;Geregistreerd
E039;G217;Bijgewoond
E016;G100;Bijgewoond
E026;G151;Geregistreerd
E016;G097;Geregistreerd
E008;G207;Bijgewoond
E010;G091;Bijgewoond
E013;G305;Afwezig
E002;G142;Afwezig
E016;G272;Geregistreerd
E020;G312;Bijgewoond
E030;G253;Geregistreerd
E032;G266;Afwezig
E036;G222;Bijgewoond
E028;G056;Geregistreerd
E028;G026;Bijgewoond
E003;G128;Bijgewoond
E013;G057;Bijgewoond
E011;G113;Bijgewoond
E018;G059;Afwezig
E009;G028;Bijgewoond
E002;G019;Bijgewoond
E017;G295;Bijgewoond
E018;G137;Bijgewoond
E036;G123;Bijgewoond
E012;G034;Bijgewoond
E003;G273;Bijgewoond
E032;G052;Afwezig
E002;G142;Bijgewoond
E004;G116;Geregistreerd
E006;G318;Afwezig
E021;G208;Afwezig
E039;G201;Geregistreerd
E020;G202;Geregistreerd
E005;G052;Geregistreerd
E027;G113;Afwezig
E024;G138;Geregistreerd
E006;G254;Afwezig
E026;G106;Geregistreerd
E009;G088;Afwezig
E016;G105;Afwezig
E008;G178;Afwezig
E037;G148;Bijgewoond
E033;G306;Bijgewoond
E008;G148;Afwezig
E034;G002;Bijgewoond
E038;G049;Bijgewoond
E034;G095;Afwezig
E017;G258;Bijgewoond
E032;G319;Geregistreerd
E006;G245;Bijgewoond
E016;G157;Geregistreerd
E039;G123;Bijgewoond
E008;G088;Geregistreerd
E021;G162;Afwezig
E022;G036;Afwezig
E038;G086;Bijgewoond
E025;G096;Bijgewoond
E016;G171;Afwezig
E028;G234;Bijgewoond
E014;G073;Geregistreerd
E010;G007;Geregistreerd
E007;G243;Geregistreerd
E012;G220;Bijgewoond
E014;G172;Afwezig
E018;G011;Geregistreerd
E029;G091;Afwezig
E027;G136;Bijgewoond
E017;G040;Afwezig
E038;G088;Bijgewoond
E004;G005;Geregistreerd
E032;G305;Bijgewoond
E035;G181;Geregistreerd
E024;G243;Afwezig
E008;G299;Geregistreerd
E021;G001;Bijgewoond
E035;G251;Afwezig
E028;G127;Afwezig
E031;G242;Geregistreerd
E016;G057;Bijgewoond
E018;G024;Afwezig
E010;G009;Afwezig
E024;G291;Afwezig
E031;G149;Geregistreerd
E024;G117;Afwezig
E020;G269;Bijgewoond
E002;G258;Afwezig
E039;G086;Geregistreerd
E003;G076;Geregistreerd
E004;G049;Bijgewoond
E016;G052;Bijgewoond
E017;G156;Bijgewoond
E036;G172;Geregistreerd
E025;G232;Afwezig
E020;G252;Geregistreerd
E024;G180;Bijgewoond
E008;G280;Bijgewoond
E035;G132;Afwezig
E016;G250;Afwezig
E029;G130;Afwezig
E025;G187;Afwezig
E001;G235;Afwezig
E026;G007;Geregistreerd
E017;G181;Afwezig
E020;G155;Geregistreerd
